ID, Time (HH:MM:SS), X (mm), Y (mm), Shift (GHz), FWHM (GHz), Ampl.
0, 14:34:24, -0.020, -0.020, 6.410, 0.831, 340.977
1, 14:34:25, 0.000, -0.020, 6.419, 0.836, 270.043
2, 14:34:26, 0.020, -0.020, 6.373, 0.780, 336.237
3, 14:34:27, -0.020, 0.000, 6.369, 0.782, 297.532
4, 14:34:28, 0.000, 0.000, 6.341, 0.756, 349.615
5, 14:34:29, 0.020, 0.000, 6.464, 0.909, 353.130
6, 14:34:30, -0.020, 0.020, 6.387, 0.852, 417.035
7, 14:34:31, 0.000, 0.020, 6.404, 0.842, 401.834
8, 14:34:31, 0.020, 0.020, 6.374, 0.799, 316.409
