ID, Time (HH:MM:SS), X (mm), Y (mm), Shift (GHz), FWHM (GHz), Ampl.
0, 17:58:20, -0.020, -0.020, 6.408, 0.791, 380.826
1, 17:58:21, 0.000, -0.020, 6.386, 0.798, 377.935
2, 17:58:22, 0.020, -0.020, 6.374, 0.800, 403.063
3, 17:58:23, -0.020, 0.000, 6.361, 0.768, 375.807
4, 17:58:24, 0.000, 0.000, 6.354, 0.789, 278.485
5, 17:58:25, 0.020, 0.000, 6.360, 0.763, 302.843
6, 17:58:25, -0.020, 0.020, 6.350, 0.805, 392.789
7, 17:58:26, 0.000, 0.020, 6.346, 0.799, 367.215
8, 17:58:27, 0.020, 0.020, 6.366, 0.791, 371.563
