ID, Time (HH:MM:SS), X (mm), Y (mm), Shift (GHz), FWHM (GHz), Ampl.
0, 14:33:42, -0.020, -0.020, 6.362, 0.780, 407.631
1, 14:33:43, 0.000, -0.020, 6.386, 0.813, 420.947
2, 14:33:44, 0.020, -0.020, 6.349, 0.724, 459.926
3, 14:33:44, -0.020, 0.000, 6.364, 0.727, 425.669
4, 14:33:45, 0.000, 0.000, 6.329, 0.701, 447.512
5, 14:33:46, 0.020, 0.000, 6.432, 0.828, 478.674
6, 14:33:47, -0.020, 0.020, 6.395, 0.796, 479.610
7, 14:33:48, 0.000, 0.020, 6.397, 0.779, 475.358
8, 14:33:49, 0.020, 0.020, 6.351, 0.770, 437.647
