ID, Time (HH:MM:SS), X (mm), Y (mm), Shift (GHz), FWHM (GHz), Ampl.
0, 14:34:59, -0.020, -0.020, 6.349, 0.803, 320.003
1, 14:34:59, 0.000, -0.020, 6.383, 0.820, 246.006
2, 14:35:00, 0.020, -0.020, 6.333, 0.777, 279.503
3, 14:35:01, -0.020, 0.000, 6.358, 0.704, 287.992
4, 14:35:02, 0.000, 0.000, 6.313, 0.756, 376.135
5, 14:35:03, 0.020, 0.000, 6.415, 0.846, 320.621
6, 14:35:04, -0.020, 0.020, 6.330, 0.753, 465.120
7, 14:35:05, 0.000, 0.020, 6.321, 0.758, 420.381
8, 14:35:06, 0.020, 0.020, 6.314, 0.759, 274.659
