ID, Time (HH:MM:SS), X (mm), Y (mm), Shift (GHz), FWHM (GHz), Ampl.
0, 17:58:29, -0.020, -0.020, 6.364, 0.772, 338.488
1, 17:58:30, 0.000, -0.020, 6.352, 0.802, 331.043
2, 17:58:31, 0.020, -0.020, 6.360, 0.788, 359.143
3, 17:58:31, -0.020, 0.000, 6.342, 0.743, 329.840
4, 17:58:32, 0.000, 0.000, 6.356, 0.765, 250.004
5, 17:58:33, 0.020, 0.000, 6.345, 0.755, 290.046
6, 17:58:34, -0.020, 0.020, 6.326, 0.798, 402.901
7, 17:58:35, 0.000, 0.020, 6.330, 0.791, 393.505
8, 17:58:36, 0.020, 0.020, 6.343, 0.838, 389.952
