ID, Time (HH:MM:SS), X (mm), Y (mm), Shift (GHz), FWHM (GHz), Ampl.
0, 14:31:59, -0.020, -0.020, 6.317, 0.657, 481.332
1, 14:32:00, 0.000, -0.020, 6.324, 0.725, 446.839
2, 14:32:01, 0.020, -0.020, 6.321, 0.683, 462.465
3, 14:32:02, -0.020, 0.000, 6.333, 0.706, 456.263
4, 14:32:03, 0.000, 0.000, 6.319, 0.689, 458.070
5, 14:32:04, 0.020, 0.000, 6.325, 0.680, 485.029
6, 14:32:05, -0.020, 0.020, 6.328, 0.710, 458.913
7, 14:32:06, 0.000, 0.020, 6.336, 0.625, 501.822
8, 14:32:06, 0.020, 0.020, 6.324, 0.669, 477.321
