ID, Time (HH:MM:SS), X (mm), Y (mm), Shift (GHz), FWHM (GHz), Ampl.
0, 14:32:42, -0.020, -0.020, 6.331, 0.695, 467.788
1, 14:32:43, 0.000, -0.020, 6.344, 0.758, 471.548
2, 14:32:44, 0.020, -0.020, 6.321, 0.693, 491.400
3, 14:32:45, -0.020, 0.000, 6.328, 0.717, 481.758
4, 14:32:46, 0.000, 0.000, 6.331, 0.668, 485.455
5, 14:32:46, 0.020, 0.000, 6.333, 0.685, 487.225
6, 14:32:47, -0.020, 0.020, 6.316, 0.654, 490.296
7, 14:32:48, 0.000, 0.020, 6.320, 0.706, 468.193
8, 14:32:49, 0.020, 0.020, 6.308, 0.682, 465.145
