ID, Time (HH:MM:SS), X (mm), Y (mm), Shift (GHz), FWHM (GHz), Ampl.
0, 17:57:11, -0.020, -0.020, 6.352, 0.769, 429.098
1, 17:57:12, 0.000, -0.020, 6.369, 0.737, 419.695
2, 17:57:13, 0.020, -0.020, 6.339, 0.752, 418.749
3, 17:57:14, -0.020, 0.000, 6.355, 0.709, 408.063
4, 17:57:15, 0.000, 0.000, 6.360, 0.729, 396.033
5, 17:57:16, 0.020, 0.000, 6.336, 0.721, 390.592
6, 17:57:17, -0.020, 0.020, 6.342, 0.758, 389.219
7, 17:57:18, 0.000, 0.020, 6.363, 0.727, 403.381
8, 17:57:19, 0.020, 0.020, 6.367, 0.734, 400.883
