ID, Time (HH:MM:SS), X (mm), Y (mm), Shift (GHz), FWHM (GHz), Ampl.
0, 17:56:46, -0.020, -0.020, 6.356, 0.703, 475.748
1, 17:56:47, 0.000, -0.020, 6.357, 0.712, 469.886
2, 17:56:48, 0.020, -0.020, 6.348, 0.703, 481.402
3, 17:56:48, -0.020, 0.000, 6.344, 0.697, 458.226
4, 17:56:49, 0.000, 0.000, 6.344, 0.679, 466.069
5, 17:56:50, 0.020, 0.000, 6.329, 0.710, 455.157
6, 17:56:51, -0.020, 0.020, 6.337, 0.705, 452.308
7, 17:56:52, 0.000, 0.020, 6.339, 0.718, 451.356
8, 17:56:53, 0.020, 0.020, 6.336, 0.725, 434.165
