ID, Time (HH:MM:SS), X (mm), Y (mm), Shift (GHz), FWHM (GHz), Ampl.
0, 14:35:24, -0.020, -0.020, 6.327, 0.743, 268.387
1, 14:35:25, 0.000, -0.020, 6.357, 0.801, 182.738
2, 14:35:26, 0.020, -0.020, 6.304, 0.726, 235.686
3, 14:35:27, -0.020, 0.000, 6.302, 0.726, 212.492
4, 14:35:28, 0.000, 0.000, 6.303, 0.711, 265.951
5, 14:35:29, 0.020, 0.000, 6.348, 0.782, 224.933
6, 14:35:29, -0.020, 0.020, 6.287, 0.737, 356.216
7, 14:35:30, 0.000, 0.020, 6.303, 0.695, 336.641
8, 14:35:31, 0.020, 0.020, 6.288, 0.739, 216.644
