ID, Time (HH:MM:SS), X (mm), Y (mm), Shift (GHz), FWHM (GHz), Ampl.
0, 18:01:12, -0.020, -0.020, 6.245, 0.716, 219.040
1, 18:01:13, 0.000, -0.020, 6.254, 0.702, 151.027
2, 18:01:13, 0.020, -0.020, 6.256, 0.714, 149.652
3, 18:01:14, -0.020, 0.000, 6.283, 0.686, 218.141
4, 18:01:15, 0.000, 0.000, 6.268, 0.651, 161.140
5, 18:01:16, 0.020, 0.000, 6.252, 0.701, 192.497
6, 18:01:17, -0.020, 0.020, 6.246, 0.693, 248.203
7, 18:01:18, 0.000, 0.020, 6.253, 0.661, 219.146
8, 18:01:19, 0.020, 0.020, 6.262, 0.672, 165.731
